codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,pieza,posicion,lado,diametro_int,diametro_ext,altura,diametro_int_filtro,diametro_ext_filtro,altura_filtro,abs
RCC34,RODAMIENTO,HYUNDAI,H1,97>,Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC32,RODAMIENTO,HYUNDAI,H100,94>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC64,RODAMIENTO,HYUNDAI,H100,94>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC34,RODAMIENTO,HYUNDAI,H100,94>,Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC39,RODAMIENTO,HYUNDAI,SCOUPE,73>92,Pieza: CONO/CUBETA | Posición: TRAS | Lado: AMBOS | Ø int: 38.1 | Ø ext: 65.088 | Alt: 18.034 | ABS: NO | Obs: LATERAL DE CORONA,29749/710 | LM29749/10 | SET 70,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,AMBOS,38.1,65.088,18.034,38,65,18,NO
RCC14A,RODAMIENTO,I.M.E.,RASTROJERO,74>,Motor: P68 / C76 / X78 / P69 / P70 / F71 | Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC64,RODAMIENTO,I.M.E.,RASTROJERO,74>,Motor: P68 / C76 / X78 / P69 / P70 / F71 | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RR19,RODAMIENTO,I.M.E.,RASTROJERO,71>,Motor: P68 / C76 / X78 / P69 / P70 / F71 DIF. TRANSAX | Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 38.892 | Ø ext: 80 | Alt: 27.5 | ABS: NO | Obs: C/ARANDELA,88128 R | 12G-88128 TN9/GJN | 4RR88128 | 208KRR4 C3 | 577188,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,38.892,80,27.5,38,80,27,NO
RCC32,RODAMIENTO,ISUZU,LUV 4X2,92>06,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC64,RODAMIENTO,ISUZU,LUV 4X2,92>06,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RR26,RODAMIENTO,IVECO,DAILY 40S.14,07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 60.12,03>05,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 35C.14 (CHASIS),10>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 50.13,07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 55C.16,07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 70.12 (CHASIS),05>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 70.13 (CHASIS),07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,IVECO,DAILY 70C.16,07>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RCC34,RODAMIENTO,JEEP,CHEROKEE,99>,Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC34,RODAMIENTO,JEEP,GRAND CHEROKEE,99>,Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC34,RODAMIENTO,JEEP,WRANGLER,07>,Motor: 3.8 | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC2631,RODAMIENTO,KIA,AVELA,98>01,Motor: 1.5 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC2640,RODAMIENTO,KIA,AVELA,98>01,Motor: 1.5 | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 26.988 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,44649/610 | L 44649/610/Q | 4RR4649 | L44649/10 | SET 4,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,26.988,50.292,14.224,26,50,14,NO
RCC49,RODAMIENTO,KIA,BESTA,92>,Motor: 2.2 / 2.7 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC64,RODAMIENTO,KIA,BESTA,92>,Motor: 2.2 | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC34,RODAMIENTO,KIA,BESTA,92>,Motor: 2.2 | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 39.688 | Ø ext: 73.025 | Alt: 22.098 | ABS: NO | Obs: C/ARANDELA,SET 10 | 4RRSET10 | U399/U360L (SET 10),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,39.688,73.025,22.098,39,73,22,NO
RCC2614,RODAMIENTO,KIA,GRAND SPORTAGE,98>03,Motor: 2.0 TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 45.242 | Ø ext: 73.431 | Alt: 19.558 | ABS: NO,102949/910 | LM 102949-Q/LM10 | 4RR102949 | L102949/10 | R169.15 | SET 47,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,45.242,73.431,19.558,45,73,19,NO
RCC41,RODAMIENTO,KIA,GRAND SPORTAGE,98>03,Motor: 2.0 TDI | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 35 | Ø ext: 65 | Alt: 18.1 | ABS: NO | Obs: C/ARANDELA,SET 9 | 4RRSET9 | U298/U261L (SET 9),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,35,65,18.1,35,65,18,NO
RCC2631,RODAMIENTO,KIA,PRIDE,92>01,Motor: 1.3 16V | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC2640,RODAMIENTO,KIA,PRIDE,92>01,Motor: 1.3 16V | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 26.988 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,44649/610 | L 44649/610/Q | 4RR4649 | L44649/10 | SET 4,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,26.988,50.292,14.224,26,50,14,NO
RCC2614,RODAMIENTO,KIA,SPORTAGE,93>03,Motor: 2.0 - TDI | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 45.242 | Ø ext: 73.431 | Alt: 19.558 | ABS: NO,102949/910 | LM 102949-Q/LM10 | 4RR102949 | L102949/10 | R169.15 | SET 47,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,45.242,73.431,19.558,45,73,19,NO
RCC41,RODAMIENTO,KIA,SPORTAGE,93>03,Motor: 2.0 - TDI | Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 35 | Ø ext: 65 | Alt: 18.1 | ABS: NO | Obs: C/ARANDELA,SET 9 | 4RRSET9 | U298/U261L (SET 9),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,35,65,18.1,35,65,18,NO
RCC2631,RODAMIENTO,MAZDA,323,90>95,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC2640,RODAMIENTO,MAZDA,323,90>95,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 26.988 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,44649/610 | L 44649/610/Q | 4RR4649 | L44649/10 | SET 4,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,26.988,50.292,14.224,26,50,14,NO
RCC49,RODAMIENTO,MAZDA,B2200,90>97,Motor: 2.2 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC64,RODAMIENTO,MAZDA,B2200,90>97,Motor: 2.2 D | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC49,RODAMIENTO,MAZDA,B2500,97>03,Motor: 2.5 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC64,RODAMIENTO,MAZDA,B2500,97>03,Motor: 2.5 D | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC49,RODAMIENTO,MAZDA,B2600,92>97,Motor: 2.6 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC64,RODAMIENTO,MAZDA,B2600,92>97,Motor: 2.6 D | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC49,RODAMIENTO,MAZDA,B2900,00>04,Motor: 2.9 D | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RCC64,RODAMIENTO,MAZDA,B2900,00>04,Motor: 2.9 D | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC46,RODAMIENTO,MERCEDES BENZ,180,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 30 | Ø ext: 62 | Alt: 21.25 | ABS: NO | Obs: 1800KG,32206 | VKHB2016,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,30,62,21.25,30,62,21,NO
RCC2631,RODAMIENTO,MERCEDES BENZ,190,82>93,Motor: 2.0 / 2.3 / 2.5 / 2.6 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC33,RODAMIENTO,MERCEDES BENZ,190,82>93,Motor: 2.0 / 2.3 / 2.5 / 2.6 | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC2631,RODAMIENTO,MERCEDES BENZ,190 E,82>93,Motor: 2.0 / 2.3 / 2.5 / 2.6 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC33,RODAMIENTO,MERCEDES BENZ,190 E,82>93,Motor: 2.0 / 2.3 / 2.5 / 2.6 | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC38,RODAMIENTO,MERCEDES BENZ,CLASE C (202),93>00,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 22 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,12749/710 | LM 12749/710/Q | 4RR12749710 | LM12749/10 | SET 12,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,22,45.237,15.494,22,45,15,NO
RCC2631,RODAMIENTO,MERCEDES BENZ,CLASE E (124),93>,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC33,RODAMIENTO,MERCEDES BENZ,CLASE E (124),93>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC38,RODAMIENTO,MERCEDES BENZ,CLASE E (124),93>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 22 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,12749/710 | LM 12749/710/Q | 4RR12749710 | LM12749/10 | SET 12,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,22,45.237,15.494,22,45,15,NO
RCC38,RODAMIENTO,MERCEDES BENZ,CLASE E (S 210),96>05,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 22 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,12749/710 | LM 12749/710/Q | 4RR12749710 | LM12749/10 | SET 12,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,22,45.237,15.494,22,45,15,NO
RCC38,RODAMIENTO,MERCEDES BENZ,CLASE E (W 210),96>02,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 22 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,12749/710 | LM 12749/710/Q | 4RR12749710 | LM12749/10 | SET 12,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,22,45.237,15.494,22,45,15,NO
RCC38,RODAMIENTO,MERCEDES BENZ,CLK (208),97>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 22 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,12749/710 | LM 12749/710/Q | 4RR12749710 | LM12749/10 | SET 12,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,22,45.237,15.494,22,45,15,NO
RCC2642,RODAMIENTO,MERCEDES BENZ,SPRINTER 310,96>,Pieza: RUEDA | Posición: TRAS | Lado: - | Ø int: 45 | Ø ext: 80 | Alt: 26 | ABS: NO | Obs: C/ARANDELA,SET 80 | 4RRSET80 | U497/U460L (SET 80),,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,-,45,80,26,45,80,26,NO
RR26,RODAMIENTO,MERCEDES BENZ,SPRINTER 311,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,MERCEDES BENZ,SPRINTER 312,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,MERCEDES BENZ,SPRINTER 313,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,MERCEDES BENZ,SPRINTER 412,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,MERCEDES BENZ,SPRINTER 413,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RCC37,RODAMIENTO,MERCEDES BENZ,SPRINTER 4X4,,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT/EXT | Ø int: 50 | Ø ext: 80 | Alt: 20 | ABS: NO | Obs: 1000KG / 1400KG,32010 X | VKBA 1444 | 4RR32010XK | 32010X,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT/EXT,50,80,20,50,80,20,NO
RCC32,RODAMIENTO,MITSUBISHI,L200 4X2,92>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
RCC64,RODAMIENTO,MITSUBISHI,L200 4X2,92>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 34.92 | Ø ext: 65.09 | Alt: 18.034 | ABS: NO,48548/510 | LM 48548/510/Q | 4RR48548510 | LM48548/10 | SET 5,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,34.92,65.09,18.034,34,65,18,NO
RCC2614,RODAMIENTO,MITSUBISHI,L200 4X4,92>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 45.242 | Ø ext: 73.431 | Alt: 19.558 | ABS: NO,102949/910 | LM 102949-Q/LM10 | 4RR102949 | L102949/10 | R169.15 | SET 47,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,45.242,73.431,19.558,45,73,19,NO
RCC32,RODAMIENTO,MITSUBISHI,L300 4X2,90>02,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 21.43 | Ø ext: 50.005 | Alt: 17.526 | ABS: NO,12649/610 | M 12649/610/Q | 4RR12649610 | M12649/10 | SET 3,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,21.43,50.005,17.526,21,50,17,NO
