codigo,producto,marca,modelo,anio,info,oem,ficha_medidas,ficha_oem,ficha_info,imagen_producto,url_ficha,fuente,titulo,categoria,pieza,posicion,lado,diametro_int,diametro_ext,altura,diametro_int_filtro,diametro_ext_filtro,altura_filtro,abs
RCC31A,RODAMIENTO,DAEWOO,MATIZ,97>,Motor: 0.8 / 1.0 | Pieza: CONO/CUBETA | Posición: AMBAS | Lado: INT/EXT | Ø int: 35 | Ø ext: 60 | Alt: 15.875 | ABS: NO,68145/111 | BT1B 332541 AB/Q | 4RR332541 | L68145/11 (SET 24) | 540484 | SET 24,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,AMBAS,INT/EXT,35,60,15.875,35,60,15,NO
RCC2648,RODAMIENTO,DAEWOO,MATIZ,97>,Motor: 0.8 / 1.0 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 20 | Ø ext: 47 | Alt: 15.25 | ABS: NO,30204 | 30204 J2/Q | 4RR30204 | 30204M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,20,47,15.25,20,47,15,NO
RCC49,RODAMIENTO,DAEWOO,MATIZ,97>,Motor: 0.8 / 1.0 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 25 | Ø ext: 52 | Alt: 16.25 | ABS: NO,30205 | 30205 J2/QV | 4RR30205 | 30205M,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,25,52,16.25,25,52,16,NO
RR50,RODAMIENTO,DAEWOO,MONZA,91>98,Motor: 2 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RCC2631,RODAMIENTO,DAEWOO,NUBIRA,94>,Motor: 1.6 / 2.0 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,DAEWOO,NUBIRA,94>,Motor: 1.6 / 2.0 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RR13,RODAMIENTO,DAEWOO,NUBIRA,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 64 | Alt: 37 | ABS: NO,309726 | BAH-0092 | PW34640037CS | 803647.02 | GB10884 | 713691010 | SET 35,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,64,37,34,64,37,NO
RR50,RODAMIENTO,DAEWOO,OMEGA,92>98,Motor: 2.0 / 2.5 / 2.5 TDI | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 39 | Ø ext: 72 | Alt: 37 | ABS: NO,F 110622 | BAH-0036 | 4RR311396 | PW39720037CS | GB12776 | 542186CA | 513113,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,39,72,37,39,72,37,NO
RCC2631,RODAMIENTO,DAEWOO,RACER,93>97,Motor: 1.5 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 17.462 | Ø ext: 39.878 | Alt: 13.843 | ABS: NO,11749/710 | LM 11749/710 | 4RR1749 | L11749/10 | SET 1,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,17.462,39.878,13.843,17,39,13,NO
RCC53,RODAMIENTO,DAEWOO,RACER,93>97,Motor: 1.5 | Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 29 | Ø ext: 50.292 | Alt: 14.224 | ABS: NO,45449/410 | L 45449/410/Q | 4RR45449410 | L45449/10 | 518772A | SET 8,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,29,50.292,14.224,29,50,14,NO
RR13,RODAMIENTO,DAEWOO,RACER,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 34 | Ø ext: 64 | Alt: 37 | ABS: NO,309726 | BAH-0092 | PW34640037CS | 803647.02 | GB10884 | 713691010 | SET 35,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,34,64,37,34,64,37,NO
RCC14A,RODAMIENTO,FIAT,125,68>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC33,RODAMIENTO,FIAT,125,68>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RR17,RODAMIENTO,FIAT,128,71>77,Motor: 1.1 / 1.3 | Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR08,RODAMIENTO,FIAT,128 EUROPA,78>91,Motor: 1.1 / 1.3 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR17,RODAMIENTO,FIAT,128 EUROPA,78>91,Motor: 1.1 / 1.3 | Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR08,RODAMIENTO,FIAT,128 SUPER EUROPA,78>91,Motor: 1.1 / 1.3 | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR17,RODAMIENTO,FIAT,128 SUPER EUROPA,78>91,Motor: 1.1 / 1.3 | Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR17,RODAMIENTO,FIAT,147,82<85,Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR08,RODAMIENTO,FIAT,147,85>97,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR17,RODAMIENTO,FIAT,147,85>97,Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR15,RODAMIENTO,FIAT,147,82>97,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 23 | Ø ext: 47.3 | Alt: 27.2 | ABS: NO | Obs: BAJA MOTORIZACION,F 110165 | 4RR110165 | F-110165 | 710002110,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,23,47.3,27.2,23,47,27,NO
RR82,RODAMIENTO,FIAT,500,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 66 | Alt: 33 | ABS: NO,GB 12306 | BAH-0015E | PW35660033CS | GB12306S01 | 805998,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,66,33,35,66,33,NO
RR88,RODAMIENTO,FIAT,500,08/..,Motor: 1.4 16V TURBO | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RCC14A,RODAMIENTO,FIAT,1500,63>,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC33,RODAMIENTO,FIAT,1500,63>,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RCC14A,RODAMIENTO,FIAT,1600,69>72,Pieza: CONO/CUBETA | Posición: DEL | Lado: EXT | Ø int: 19.05 | Ø ext: 45.237 | Alt: 15.494 | ABS: NO,11949/910 | LM 11949/910/Q | 4RR1949 | LM11949/10 | SET 2,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,EXT,19.05,45.237,15.494,19,45,15,NO
RCC33,RODAMIENTO,FIAT,1600,69>72,Pieza: CONO/CUBETA | Posición: DEL | Lado: INT | Ø int: 31.75 | Ø ext: 59.131 | Alt: 15.875 | ABS: NO,67048/010 | LM 67048/010/Q | 4RR67048010 | LM67048/10 | SET 6,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT,31.75,59.131,15.875,31,59,15,NO
RR88,RODAMIENTO,FIAT,ARGO,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72.04 | Alt: 37 | ABS: NO,XGB-40706 | BAH-0055AAX,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72.04,37,37,72,37,NO
RR88,RODAMIENTO,FIAT,ARGO,17/..,Motor: 1.8 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR88,RODAMIENTO,FIAT,ARGO,17/..,Motor: 1.3 8V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR88,RODAMIENTO,FIAT,BARCHETTA,95/..,Motor: 1.8 16v | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR10,RODAMIENTO,FIAT,BRAVA,00>03,Motor: 1.6 / 1.9 JTD | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR84,RODAMIENTO,FIAT,BRAVA,99>02,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 72 | Alt: 33 | ABS: SI | Obs: MAGNETICO,XGB 40714 | BAH-0053ADX | PW35720033CSM | XGB70714P | 713606390,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,72,33,35,72,33,SI
RR88,RODAMIENTO,FIAT,BRAVA,00/03,Motor: 1.6 / 1.9 JTD | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR84,RODAMIENTO,FIAT,BRAVO,95>01,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 72 | Alt: 33 | ABS: SI | Obs: MAGNETICO,XGB 40714 | BAH-0053ADX | PW35720033CSM | XGB70714P | 713606390,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,72,33,35,72,33,SI
RR10,RODAMIENTO,FIAT,BRAVO,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR08,RODAMIENTO,FIAT,BRIO,86>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR17,RODAMIENTO,FIAT,BRIO,86>,Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR15,RODAMIENTO,FIAT,BRIO,86>,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 23 | Ø ext: 47.3 | Alt: 27.2 | ABS: NO | Obs: BAJA MOTORIZACION,F 110165 | 4RR110165 | F-110165 | 710002110,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,23,47.3,27.2,23,47,27,NO
RR88,RODAMIENTO,FIAT,CRONOS,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72.04 | Alt: 37 | ABS: NO,XGB-40706 | BAH-0055AAX,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72.04,37,37,72,37,NO
RR88,RODAMIENTO,FIAT,CRONOS,17/..,Motor: 1.8 16v | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR88,RODAMIENTO,FIAT,CRONOS,17/..,Motor: 1.3 8v | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR10,RODAMIENTO,FIAT,DOBLO,12>,Motor: 1.4 8V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR88,RODAMIENTO,FIAT,DOBLO,12/..,Motor: 1.4 8v | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RCC37,RODAMIENTO,FIAT,DUCATO,92>01,Motor: 1.9 D / 2.5 D | Pieza: CONO/CUBETA | Posición: DEL | Lado: INT/EXT | Ø int: 50 | Ø ext: 80 | Alt: 20 | ABS: NO | Obs: 1000KG / 1400KG,32010 X | VKBA 1444 | 4RR32010XK | 32010X,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,DEL,INT/EXT,50,80,20,50,80,20,NO
RR26,RODAMIENTO,FIAT,DUCATO,02>,Motor: 2.8 D / 2.8 TD | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RR26,RODAMIENTO,FIAT,DUCATO,10>,Motor: 2.3 HDI | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 49 | Ø ext: 84 | Alt: 48 | ABS: NO | Obs: 1000KG / 1400KG,FC 40918 S02 | BTH-1132B | 4RR329129 | PW49840048CSHD | FC40918S02 | 713630800 | 516010,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,49,84,48,49,84,48,NO
RCC35,RODAMIENTO,FIAT,DUCATO,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 30 | Ø ext: 55 | Alt: 17 | ABS: NO | Obs: 1000KG / 1400KG,32006 X | VKHB 2267 | 32006X,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,30,55,17,30,55,17,NO
RCC36,RODAMIENTO,FIAT,DUCATO,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: INT | Ø int: 40 | Ø ext: 68 | Alt: 19 | ABS: NO | Obs: 1000KG / 1400KG,32008 X | VKHB2188 | 32008X,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,INT,40,68,19,40,68,19,NO
RCC46,RODAMIENTO,FIAT,DUCATO,,Pieza: CONO/CUBETA | Posición: TRAS | Lado: EXT | Ø int: 30 | Ø ext: 62 | Alt: 21.25 | ABS: NO | Obs: 1800KG,32206 | VKHB2016,,,,,,CILBRAKE,,RODAMIENTOS,CONO/CUBETA,TRAS,EXT,30,62,21.25,30,62,21,NO
RR81,RODAMIENTO,FIAT,DUCATO,02>06,Pieza: RUEDA | Posición: TRAS | Lado: IZQ/DER | Ø int: 42 | Ø ext: 75 | Alt: 60 | ABS: NO,FC 40784 S01 | VKBA3642 | PW42750060CSHD | FC40784S01 | 713640330,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,TRAS,IZQ/DER,42,75,60,42,75,60,NO
RR17,RODAMIENTO,FIAT,DUNA,<85,Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR17,RODAMIENTO,FIAT,DUNA,85>,Pieza: RUEDA | Posición: AMBAS | Lado: IZQ/DER | Ø int: 30 | Ø ext: 60.03 | Alt: 37 | ABS: NO,BA 2B 633313 | BAHB 633313EA | 4RR633313 | PW30600337CS | 615505 | R158.30 | 713690160 | 513116,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,AMBAS,IZQ/DER,30,60.03,37,30,60,37,NO
RR15,RODAMIENTO,FIAT,DUNA,85>,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 23 | Ø ext: 47.3 | Alt: 27.2 | ABS: NO | Obs: BAJA MOTORIZACION,F 110165 | 4RR110165 | F-110165 | 710002110,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,23,47.3,27.2,23,47,27,NO
RR08,RODAMIENTO,FIAT,DUNA,85>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR08,RODAMIENTO,FIAT,FIORINO,88>,Motor: 1.3 D / 1.4 / 1.7 D | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR15,RODAMIENTO,FIAT,FIORINO,88>,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 23 | Ø ext: 47.3 | Alt: 27.2 | ABS: NO | Obs: BAJA MOTORIZACION,F 110165 | 4RR110165 | F-110165 | 710002110,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,23,47.3,27.2,23,47,27,NO
RR84,RODAMIENTO,FIAT,FIORINO,08>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 72 | Alt: 33 | ABS: SI | Obs: MAGNETICO,XGB 40714 | BAH-0053ADX | PW35720033CSM | XGB70714P | 713606390,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,72,33,35,72,33,SI
RR88,RODAMIENTO,FIAT,FIORINO,02/..,Motor: 1.3 MPI | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR08,RODAMIENTO,FIAT,FIORUNO,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
RR10,RODAMIENTO,FIAT,FIORUNO,96>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR15,RODAMIENTO,FIAT,FIORUNO,96>,Pieza: SEMIEJE | Posición: DEL | Lado: IZQ/DER | Ø int: 23 | Ø ext: 47.3 | Alt: 27.2 | ABS: NO | Obs: BAJA MOTORIZACION,F 110165 | 4RR110165 | F-110165 | 710002110,,,,,,CILBRAKE,,RODAMIENTOS,SEMIEJE,DEL,IZQ/DER,23,47.3,27.2,23,47,27,NO
RR82,RODAMIENTO,FIAT,GRAND SIENA,12>14,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 66 | Alt: 33 | ABS: NO,GB 12306 | BAH-0015E | PW35660033CS | GB12306S01 | 805998,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,66,33,35,66,33,NO
RR88,RODAMIENTO,FIAT,GRAND SIENA,12/..,Motor: 1.6 16V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR88,RODAMIENTO,FIAT,GRAND SIENA,12/..,Motor: 1.6 16v | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: SI,4RR40706M,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,SI
RR10,RODAMIENTO,FIAT,IDEA,05>,Motor: 1.4 8V / 1.8 8V | Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 37 | Ø ext: 72 | Alt: 37 | ABS: NO,GB 12807 | BAH-0094 AD | 4RR12807 | PW37720037CS | GB12807S05 | 713630030,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,37,72,37,37,72,37,NO
RR84,RODAMIENTO,FIAT,IDEA,05>,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 72 | Alt: 33 | ABS: SI | Obs: MAGNETICO,XGB 40714 | BAH-0053ADX | PW35720033CSM | XGB70714P | 713606390,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,72,33,35,72,33,SI
RR08,RODAMIENTO,FIAT,IDEA,,Pieza: RUEDA | Posición: DEL | Lado: IZQ/DER | Ø int: 35 | Ø ext: 68 | Alt: 37 | ABS: NO,BAH 0031 | BAH-0031 D | 4RR633295 | PW35680037CS | GB12132S02 | 13690050 | B 33,,,,,,CILBRAKE,,RODAMIENTOS,RUEDA,DEL,IZQ/DER,35,68,37,35,68,37,NO
