fuente,codigo,producto,familia,marca,modelo,anio,info,oem,imagen_producto,url_ficha,aplicacion_dayco,tipo_dayco,dimension,motor,kw,hp,posicion,abs,ficha_oem,ficha_info
DAYCO,7718,Tensor genérico,TENSOR,FORD,1618,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/7718.jpg,https://www.dayco.com/la-es/catalog/?search=7718,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,APV2882,Tensor auxiliar,TENSOR,FORD,1618,1992,Motor: MWM | Versión:  | Gama: HD,2RP903157 (FORD),https://webcateu.dayco.ws/img/products/APV2882.jpg,https://www.dayco.com/la-es/catalog/?search=APV2882,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,7718,Tensor genérico,TENSOR,FORD,1621,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/7718.jpg,https://www.dayco.com/la-es/catalog/?search=7718,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,APV2882,Tensor auxiliar,TENSOR,FORD,1621,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2882.jpg,https://www.dayco.com/la-es/catalog/?search=APV2882,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,900072,Manguera,MANGUERA,FORD,815,... > ...,Motor: 815 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/900072.jpg,https://www.dayco.com/la-es/catalog/?search=900072,Refrigeración,HOSE,,815,115,157,,,,
DAYCO,10A1240HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,B-12000,1980,Motor: MWM 6 CILS. | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1240HD,Transmisión,RAW-EDGE(V),,MWM 6 CILS.,130,177,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,B-1618,1990,Motor: MWM 6.10 T | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,MWM 6.10 T,145,198,,,,
DAYCO,71221,Manguera,MANGUERA,FORD,BELINA,... > ...,Motor: 8V  AP | Versión:  | Gama: LD,026121053A (VOLKSWAGEN),https://webcateu.dayco.ws/img/products/71221.jpg,https://www.dayco.com/la-es/catalog/?search=71221,Refrigeración,COOLING HOSE,,8V  AP,85,116,,,,
DAYCO,11A1180C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1969-1989,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=11A1180C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,13A1020C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1969-1989,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1020C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,10A1175C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1969-1983,Motor: TODOS | Versión:  | Gama: LD,0029975092 (MERCEDES-BENZ) | 0029978092 (MERCEDES-BENZ) | 0039979592 (MERCEDES-BENZ) | 007753009514 (MERCEDES-BENZ) | 070903137 (VOLKSWAGEN) | 1238517 (DODGE) | 13H7104 (ROVER) | 1502949 (FORD) | 1629875 (FORD) | 1737925 (BMW) | 5029455 (FORD) | 5136711270 (ISUZU) | 5136711280 (ISUZU) | 5414629 (PEUGEOT) | 5414629N (PEUGEOT) | 574934 (PEUGEOT) | 575004 (PEUGEOT) | 575019 (PEUGEOT) | 575054 (PEUGEOT) | 6000583845 (DACIA) | 70TN6620AA (FORD) | 70TN8620AA (FORD) | 715F8620AEA (FORD) | 723F8620AEA (FORD) | 723F8820AEA (FORD) | 7700697947 (RENAULT) | 7700697974 (RENAULT) | 7700731789 (RENAULT) | 7701010887 (RENAULT) | 7701029702 (RENAULT) | 7701029708 (RENAULT) | 800722 (FORD) | 82310543 (FIAT) | 85HF6G301BB (FORD) | 9091602152 (TOYOTA) | 9091602334 (TOYOTA) | 9091602408 (TOYOTA) | 9091602497 (TOYOTA) | 930X8620DA (FORD) | 9361791 (SAAB) | 958317 (VOLVO) | 95X1175LA (FORD) | 966383 (VOLVO) | 968326 (VOLVO) | 976488 (VOLVO) | 976489 (VOLVO) | 976532 (VOLVO) | A0029978092 (MERCEDES-BENZ) | A007753009514 (MERCEDES-BENZ),https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1175C,Transmisión,RAW-EDGE(V),,TODOS,,,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,BELINA,1970-1973,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,51,70,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,BELINA,1973-1977,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,66,90,,,,
DAYCO,10A1075C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1979-1989,Motor: 8V | Versión:  | Gama: LD,0029978992 (MERCEDES-BENZ) | 007753009560 (MERCEDES-BENZ) | 07119990181 (BMW) | 11464038 (FORD) | 1268687 (BMW) | 1340673 (GENERAL MOTORS) | 1477934 (FORD) | 1612266 (FORD) | 19111551010 (HONDA) | 19511551010 (HONDA) | 19511568040 (HONDA) | 2107171 (LANCIA) | 24445099 (OPEL) | 260292A (FERRARI) | 38763657810 (HONDA) | 38763689003 (HONDA) | 38763PB3003 (HONDA) | 38763PB3004 (HONDA) | 4170927 (FIAT) | 4206718 (FIAT) | 4440806 (FIAT) | 4649011 (FIAT) | 4654911 (FIAT) | 4654911 (IVECO) | 4949011 (FIAT) | 5006416 (FORD) | 5013524 (FORD) | 5136710040 (ISUZU) | 527288 (ROVER) | 56992-PL2-6610 (HONDA) | 56992PL2003 (HONDA) | 56992PL20030 (ROVER) | 56992PL2661 (HONDA) | 56992PL2A21 (HONDA) | 575011 (PEUGEOT) | 5931889 (FIAT) | 5947596 (FIAT) | 5948451 (FIAT) | 6121708701 (AUDI) | 6121780002 (AUDI) | 6122575 (FORD) | 70TF6620AA (FORD) | 70TF8620AA (FORD) | 7169559 (BEDFORD) | 7700579245 (RENAULT) | 7700627459 (RENAULT) | 7700647366 (RENAULT) | 7701348508 (RENAULT) | 83EF8620CA (FORD) | 85EF8620CA (FORD) | 90076999 (GENERAL MOTORS) | 9086010700 (TOYOTA) | 950357 (GENERAL MOTORS) | 950359 (VOLVO) | 950814 (VOLVO) | 958313 (VOLVO) | 958358 (VOLVO) | 966694 (VOLVO) | 966976 (VOLVO) | 968933 (VOLVO) | 968934 (VOLVO) | A0029978992 (MERCEDES-BENZ) | A007753009560 (MERCEDES-BENZ) | EDU1357EVA (ROVER) | GFB369 (ROVER) | GFB370 (ROVER) | MD303478 (MITSUBISHI) | MD303972 (MITSUBISHI) | MD313663 (MITSUBISHI) | MD313664 (MITSUBISHI) | MD340660 (MITSUBISHI) | MD340661 (MITSUBISHI),https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1075C,Transmisión,RAW-EDGE(V),,8V,77,105,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,BELINA,1979-1989,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,77,105,,,,
DAYCO,4PK1370S,Correa Poly-V,CORREA POLY-V,FORD,BRONCO,2020,Motor: 16V ECOBOOST | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK1370S,Auxiliar,POLY-V,,16V ECOBOOST,103,141,,,,
DAYCO,4PK914EE,Correa Poly-V,CORREA POLY-V,FORD,BRONCO,2020,Motor: 16V ECOBOOST | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK914EE,Auxiliar,POLY-V,,16V ECOBOOST,103,141,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1215,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1217,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,7718,Tensor genérico,TENSOR,FORD,1618,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/7718.jpg,https://www.dayco.com/la-es/catalog/?search=7718,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,APV2882,Tensor auxiliar,TENSOR,FORD,1618,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2882.jpg,https://www.dayco.com/la-es/catalog/?search=APV2882,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,7718,Tensor genérico,TENSOR,FORD,1621,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/7718.jpg,https://www.dayco.com/la-es/catalog/?search=7718,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,APV2882,Tensor auxiliar,TENSOR,FORD,1621,1992,Motor: MWM | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2882.jpg,https://www.dayco.com/la-es/catalog/?search=APV2882,Auxiliar,TENSIONER&PULLEY,,MWM,145,198,,,,
DAYCO,900072,Manguera,MANGUERA,FORD,815,... > ...,Motor: 815 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/900072.jpg,https://www.dayco.com/la-es/catalog/?search=900072,Refrigeración,HOSE,,815,115,157,,,,
DAYCO,10A1240HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,B-12000,1980,Motor: MWM 6 CILS. | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1240HD,Transmisión,RAW-EDGE(V),,MWM 6 CILS.,130,177,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,B-1618,1990,Motor: MWM 6.10 T | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,MWM 6.10 T,145,198,,,,
DAYCO,71221,Manguera,MANGUERA,FORD,BELINA,... > ...,Motor: 8V  AP | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/71221.jpg,https://www.dayco.com/la-es/catalog/?search=71221,Refrigeración,COOLING HOSE,,8V  AP,85,116,,,,
DAYCO,11A1180C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1969-1989,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=11A1180C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,13A1020C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1969-1989,Motor: 8V CHT | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1020C,Transmisión,RAW-EDGE(V),,8V CHT,77,105,,,,
DAYCO,10A1175C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1969-1983,Motor: TODOS | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1175C,Transmisión,RAW-EDGE(V),,TODOS,,,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,BELINA,1970-1973,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,51,70,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,BELINA,1973-1977,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,66,90,,,,
DAYCO,10A1075C,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,BELINA,1979-1989,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=10A1075C,Transmisión,RAW-EDGE(V),,8V,77,105,,,,
DAYCO,KTC1604,Kit cadena de distribución,KIT DISTRIBUCION,FORD,BELINA,1979-1989,Motor: 8V | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/KTC1604.jpg,https://www.dayco.com/la-es/catalog/?search=KTC1604,Principal,CHAIN KIT,,8V,77,105,,,,
DAYCO,4PK1370S,Correa Poly-V,CORREA POLY-V,FORD,BRONCO,2020,Motor: 16V ECOBOOST | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK1370S,Auxiliar,POLY-V,,16V ECOBOOST,103,141,,,,
DAYCO,4PK914EE,Correa Poly-V,CORREA POLY-V,FORD,BRONCO,2020,Motor: 16V ECOBOOST | Versión:  | Gama: LD,,https://webcateu.dayco.ws/img/products/4PK.jpg,https://www.dayco.com/la-es/catalog/?search=4PK914EE,Auxiliar,POLY-V,,16V ECOBOOST,103,141,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1215,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1217,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C1217,2001,Motor: 0 | Versión:  | Gama: HD,3910707 (CUMMINS) | 3914854 (CUMMINS) | 3934822 (CUMMINS) | 3936210 (CUMMINS) | 3973827 (CUMMINS) | 3978200 (CUMMINS) | 5333480 (CUMMINS) | CBU1688 (DAF) | CBU2548 (DAF) | CBU2622 (DAF) | D1186-2523 (DYNACRAFT),https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1415,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1417,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C1417,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1421,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C1421,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1420HD,Correa Poly-V,CORREA POLY-V,FORD,C1422,1995,Motor: CUMMINS 6CT 8.3 | Versión:  | Gama: HD,2791517317 (CUMMINS) | 3027697 (CUMMINS) | 3288746 (CUMMINS) | 3288757 (CUMMINS) | 3288768 (CUMMINS) | 3903091 (CUMMINS) | 3908037 (CUMMINS) | 3910912 (CUMMINS) | 3911588 (CUMMINS) | 9069937196 (MERCEDES-BENZ) | 9069972492 (MERCEDES-BENZ) | 938766X (NEW HOLLAND) | A9069972492 (MERCEDES-BENZ),https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1420HD,Auxiliar,POLY-V,,CUMMINS 6CT 8.3,186,253,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1617,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C1617,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C1621,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,8PK1420HD,Correa Poly-V,CORREA POLY-V,FORD,C1622,1995,Motor: CUMMINS 6CT 8.3 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1420HD,Auxiliar,POLY-V,,CUMMINS 6CT 8.3,186,253,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C1721,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C1722,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1443HD,Correa Poly-V,CORREA POLY-V,FORD,C2322,1995,Motor: CUMMINS 6BT 5.9 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1443HD,Auxiliar,POLY-V,,CUMMINS 6BT 5.9,132,180,,,,
DAYCO,8PK1420HD,Correa Poly-V,CORREA POLY-V,FORD,C2322,1995,Motor: CUMMINS 6CT 8.3 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1420HD,Auxiliar,POLY-V,,CUMMINS 6CT 8.3,186,253,,,,
DAYCO,8PK1600HD,Correa Poly-V,CORREA POLY-V,FORD,C2422,1995,Motor: CUMMINS 6BT 8.3 | Versión:  | Gama: HD,0107-767-010 (SOLARIS) | 11128923 (VOLVO) | 129972392 (MERCEDES-BENZ) | 20545619 (VOLVO) | 20582552 (VOLVO) | 21556637 (MACK) | 21556637 (VOLVO) | 328898 (CUMMINS) | 328899 (CUMMINS) | 3911575 (CUMMINS) | 3924020 (CUMMINS) | 76193355 (FIAT) | F3HT-8620-KA (FORD),https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1600HD,Auxiliar,POLY-V,,CUMMINS 6BT 8.3,186,253,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C2422,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1600HD,Correa Poly-V,CORREA POLY-V,FORD,C2425,1995,Motor: CUMMINS 6BT 8.3 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1600HD,Auxiliar,POLY-V,,CUMMINS 6BT 8.3,186,253,,,,
DAYCO,APV2742,Tensor auxiliar,TENSOR,FORD,C2425,2001,Motor: 0 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/APV2742.jpg,https://www.dayco.com/la-es/catalog/?search=APV2742,Auxiliar,TENSIONER&PULLEY,,0,140,191,,,,
DAYCO,8PK1420HD,Correa Poly-V,CORREA POLY-V,FORD,C3224,1995,Motor: CUMMINS 6CT 8.3 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1420HD,Auxiliar,POLY-V,,CUMMINS 6CT 8.3,186,253,,,,
DAYCO,8PK1420HD,Correa Poly-V,CORREA POLY-V,FORD,C3530,1995,Motor: CUMMINS 6CT 8.3 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1420HD,Auxiliar,POLY-V,,CUMMINS 6CT 8.3,186,253,,,,
DAYCO,8PK1420HD,Correa Poly-V,CORREA POLY-V,FORD,C4030,1995,Motor: CUMMINS 6CT 8.3 | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1420HD,Auxiliar,POLY-V,,CUMMINS 6CT 8.3,186,253,,,,
DAYCO,700041,Manguera,MANGUERA,FORD,CARGO,... > ...,Motor: CARGO | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/700041.jpg,https://www.dayco.com/la-es/catalog/?search=700041,Refrigeración,COOLING HOSE,,CARGO,140,191,,,,
DAYCO,13A1020HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO (TODOS),1985-1994,Motor: FORD | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1020HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
DAYCO,8PK1850HD,Correa Poly-V,CORREA POLY-V,FORD,CARGO (TODOS),2006,Motor: CUMMINS INTERACT 8.3 (ELETR.) | Versión:  | Gama: HD,1800528 (SCANIA) | 3195992 (VOLVO) | 70302957 (VOLVO) | 9069937096 (MERCEDES-BENZ) | 9069973192 (MERCEDES-BENZ),https://webcateu.dayco.ws/img/products/8PK.jpg,https://www.dayco.com/la-es/catalog/?search=8PK1850HD,Auxiliar,POLY-V,,CUMMINS INTERACT 8.3 (ELETR.),186,253,,,,
DAYCO,13A1450HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO 1113,1985,Motor: FORD | Versión:  | Gama: HD,0009978992 (MERCEDES-BENZ) | 0069979392 (MERCEDES-BENZ) | 007753012520 (MERCEDES-BENZ) | 0079971092 (MERCEDES-BENZ) | 0109973792 (MERCEDES-BENZ) | 06580722392 (DAF) | 109973792 (MERCEDES-BENZ) | 1599251 (IVECO) | 23223064 (RENAULT) | 23223141 (RENAULT) | 23223154 (RENAULT) | 23255185 (RENAULT) | 23255644 (RENAULT) | 236636 (DAF) | 237785 (DAF) | 283164 (DAF) | 323560 (RENAULT) | 323586 (RENAULT) | 323786 (RENAULT) | 323889 (RENAULT) | 417550 (VOLVO) | 45913 (IVECO) | 4759595 (IVECO) | 4759597 (IVECO) | 4813541 (IVECO) | 5000250769 (RENAULT) | 5000280844 (RENAULT) | 5000566547 (RENAULT) | 5000666286 (RENAULT) | 5000666828 (RENAULT) | 5000666883 (RENAULT) | 5000666884 (RENAULT) | 5000686286 (RENAULT) | 5000686828 (RENAULT) | 5000786244 (RENAULT) | 51968206115 (DAF) | 6580722392 (DAF) | 69979392 (MERCEDES-BENZ) | 7753012520 (MERCEDES-BENZ) | 79028862 (NEW HOLLAND) | 79971092 (MERCEDES-BENZ) | 85804035 (FIAT) | 967199 (VOLVO) | 977322 (VOLVO) | 99439810 (IVECO) | 99439810 (NEW HOLLAND) | 99439812 (IVECO) | 99439812 (NEW HOLLAND) | 9978992 (MERCEDES-BENZ),https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1450HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
DAYCO,13A1610HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO 1113,1985,Motor: FORD | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1610HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
DAYCO,13A1450HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO 1114,1985,Motor: FORD | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1450HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
DAYCO,13A1610HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO 1114,1985,Motor: FORD | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1610HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
DAYCO,13A1450HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO 1117,1985,Motor: FORD | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1450HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
DAYCO,13A1610HD,Correa de transmisión,CORREA DE TRANSMISIÓN,FORD,CARGO 1117,1985,Motor: FORD | Versión:  | Gama: HD,,https://webcateu.dayco.ws/img/products/VEE.jpg,https://www.dayco.com/la-es/catalog/?search=13A1610HD,Transmisión,RAW-EDGE(V),,FORD,110,150,,,,
